Address,Postcode,KT1/KT2,Sale_price,Bedrooms,House_type,Freehold/leasehold,Res_new/old,Stationdist_miles,Sale_date,Sale_year,Sale_month,Latitude,Longitude,Easting,Northing,Ward,Introduced,Altitude
"Flat 83, Cumberland House, Kingston Hill",KT2 7LJ,KT2,299751,3,Flat,Leasehold,Residential,0.5,27-Jan-17,2017,1,51.419090999999995,-0.279688,519719,170301,Coombe Hill,01-1980,43
"Flat 58, Cumberland House, Kingston Hill",KT2 7LJ,KT2,245322,2,Flat,Leasehold,Residential,0.5,23-Jan-15,2015,1,51.419090999999995,-0.279688,519719,170301,Coombe Hill,01-1980,43
"Flat 72, Cumberland House, Kingston Hill",KT2 7LJ,KT2,320000,1,Flat,Leasehold,Residential,0.6,16-Feb-18,2018,2,51.419090999999995,-0.279688,519719,170301,Coombe Hill,01-1980,43
"Flat 90, Cumberland House, Kingston Hill",KT2 7LL,KT2,277500,2,Flat,Leasehold,Residential,0.6,12-Aug-14,2014,8,51.419837,-0.279071,519760,170385,Coombe Hill,01-1980,48
"Grey Tiles, Kingston Hill",KT2 7LN,KT2,2300000,5,Detached,Freehold,Residential,0.9,04-Aug-15,2015,8,51.424467,-0.275329,520008,170906,Coombe Hill,01-1980,57
"White Cottage, Warboys Road",KT2 7LS,KT2,2100000,4,Detached,Freehold,Residential,0.9,03-Jul-18,2018,7,51.424557,-0.276577,519921,170914,Coombe Hill,01-1980,57
"Upton House, Warboys Road",KT2 7LS,KT2,2377500,4,Detached,Freehold,Residential,0.9,06-Jun-17,2017,6,51.424557,-0.276577,519921,170914,Coombe Hill,01-1980,57
"8, Astor Close",KT2 7LT,KT2,702000,3,Terraced,Freehold,Residential,0.8,08-Dec-15,2015,12,51.423248,-0.277432,519865,170767,Coombe Hill,01-1980,56
"18, Astor Close",KT2 7LT,KT2,729950,3,Terraced,Freehold,Residential,0.8,20-Sep-17,2017,9,51.423248,-0.277432,519865,170767,Coombe Hill,01-1980,56
"7, Astor Close",KT2 7LT,KT2,700000,3,Terraced,Freehold,Residential,0.8,01-Dec-17,2017,12,51.423248,-0.277432,519865,170767,Coombe Hill,01-1980,56
"2, Astor Close",KT2 7LT,KT2,731000,3,Terraced,Freehold,Residential,0.8,20-Dec-16,2016,12,51.423248,-0.277432,519865,170767,Coombe Hill,01-1980,56
"23, Astor Close",KT2 7LT,KT2,850000,1,Terraced,Freehold,Residential,0.8,11-Dec-15,2015,12,51.423248,-0.277432,519865,170767,Coombe Hill,01-1980,56
"1, Parkgate Close",KT2 7LU,KT2,927500,5,Detached,Freehold,Residential,0.8,02-May-17,2017,5,51.423359999999995,-0.27645,519933,170781,Coombe Hill,01-1980,56
"4, Parkgate Close",KT2 7LU,KT2,835000,4,Semi-Detached,Freehold,Residential,0.8,10-Jul-14,2014,7,51.423359999999995,-0.27645,519933,170781,Coombe Hill,01-1980,56
"7, Parkgate Close",KT2 7LU,KT2,910000,4,Detached,Freehold,Residential,0.8,07-Aug-15,2015,8,51.423359999999995,-0.27645,519933,170781,Coombe Hill,01-1980,56
"8, Parkgate Close",KT2 7LU,KT2,820000,4,Detached,Freehold,Residential,0.8,16-Oct-18,2018,10,51.423359999999995,-0.27645,519933,170781,Coombe Hill,01-1980,56
"Westbrook Lodge, Kingston Hill",KT2 7LX,KT2,1800000,6,Semi-Detached,Freehold,Residential,1.2,25-May-16,2016,5,51.428028000000005,-0.27226100000000003,520212,171307,Coombe Hill,01-1980,57
"1, St Margarets Mews",KT2 7NA,KT2,477100,2,Flat,Leasehold,Residential,1.2,07-Dec-16,2016,12,51.428579,-0.271794,520243,171369,Coombe Hill,01-1980,57
"Flat 5, 74, Kingston Hill",KT2 7NP,KT2,330000,1,Flat,Leasehold,Residential,0.6,20-Nov-17,2017,11,51.418434999999995,-0.279152,519758,170229,Coombe Hill,01-1980,43
"Flat 2, Freshton House, 50, Kingston Hill",KT2 7NQ,KT2,285000,3,Flat,Leasehold,Residential,0.6,20-Dec-17,2017,12,51.41537,-0.284761,519376,169879,Canbury,01-1980,21
"Holyoke, George Road",KT2 7NR,KT2,2200000,5,Detached,Freehold,Residential,0.6,24-Mar-16,2016,3,51.419287,-0.27713499999999996,519896,170327,Coombe Hill,01-1980,51
"Silverwood House, George Road",KT2 7NR,KT2,4350000,5,Detached,Freehold,Residential,0.6,15-Oct-18,2018,10,51.419287,-0.27713499999999996,519896,170327,Coombe Hill,01-1980,51
"Caroline House, George Road",KT2 7NR,KT2,1620000,5,Detached,Freehold,Residential,0.6,09-Jan-18,2018,1,51.419287,-0.27713499999999996,519896,170327,Coombe Hill,01-1980,51
"Fernbank, Renfrew Road",KT2 7NT,KT2,6250000,7,Detached,Freehold,Residential,0.7,24-Sep-14,2014,9,51.420437,-0.275271,520023,170458,Coombe Hill,01-1980,56
"Hurston House, Stoke Road",KT2 7NX,KT2,3300000,6,Detached,Freehold,Residential,0.7,17-May-18,2018,5,51.418602,-0.271538,520287,170260,Coombe Hill,01-1980,52
"Greystoke, Stoke Road",KT2 7NX,KT2,2573875,6,Detached,Freehold,Residential,0.7,12-Aug-16,2016,8,51.418602,-0.271538,520287,170260,Coombe Hill,01-1980,52
"4a, The Drive",KT2 7NY,KT2,1310000,4,Detached,Freehold,Residential,0.6,03-Sep-15,2015,9,51.416703999999996,-0.272688,520212,170047,Coombe Hill,01-1980,43
"6, The Drive",KT2 7NY,KT2,3200039,5,Detached,Freehold,Residential,0.6,25-Sep-14,2014,9,51.416703999999996,-0.272688,520212,170047,Coombe Hill,01-1980,43
"4, Gatehouse Close",KT2 7PA,KT2,1220000,4,Detached,Freehold,Residential,0.6,29-May-15,2015,5,51.41617,-0.270623,520357,169991,Coombe Hill,01-1980,42
"Hedone, Ballard Close",KT2 7PG,KT2,2850000,5,Detached,Freehold,Residential,0.8,26-Nov-14,2014,11,51.416488,-0.266598,520636,170033,Coombe Hill,01-1980,49
"Cranleigh, Ballard Close",KT2 7PG,KT2,1640000,6,Detached,Freehold,Residential,0.8,20-Oct-15,2015,10,51.416488,-0.266598,520636,170033,Coombe Hill,01-1980,49
"11, Berystede",KT2 7PQ,KT2,675000,4,Terraced,Freehold,Residential,0.4,31-Mar-17,2017,3,51.417922999999995,-0.27976100000000004,519717,170171,Coombe Hill,01-1980,40
"29, Berystede",KT2 7PQ,KT2,549000,3,Semi-Detached,Freehold,Residential,0.4,28-May-14,2014,5,51.417922999999995,-0.27976100000000004,519717,170171,Coombe Hill,01-1980,40
"55a, Kingston Hill",KT2 7PS,KT2,360000,2,Flat,Leasehold,Residential,0.2,29-Mar-16,2016,3,51.415778,-0.28499,519359,169924,Canbury,01-1980,20
"45c, Kingston Hill",KT2 7PS,KT2,322500,1,Flat,Leasehold,Residential,0.2,24-Oct-18,2018,10,51.415778,-0.28499,519359,169924,Canbury,01-1980,20
"Flat 4, 41, Kingston Hill",KT2 7PS,KT2,398000,3,Flat,Leasehold,Residential,0.2,31-Mar-17,2017,3,51.415778,-0.28499,519359,169924,Canbury,01-1980,20
"Flat 3, 53, Kingston Hill",KT2 7PS,KT2,299950,1,Flat,Leasehold,Residential,0.2,09-Jul-18,2018,7,51.415778,-0.28499,519359,169924,Canbury,01-1980,20
"55b, Kingston Hill",KT2 7PS,KT2,425000,3,Flat,Leasehold,Residential,0.2,29-Jul-16,2016,7,51.415778,-0.28499,519359,169924,Canbury,01-1980,20
"Flat 2, 41, Kingston Hill",KT2 7PS,KT2,355000,2,Flat,Leasehold,Residential,0.3,27-Jan-17,2017,1,51.415778,-0.28499,519359,169924,Canbury,01-1980,20
"Flat 3, 41, Kingston Hill",KT2 7PS,KT2,309950,1,Flat,Leasehold,Residential,0.3,12-Mar-15,2015,3,51.415778,-0.28499,519359,169924,Canbury,01-1980,20
"36, The Farthings",KT2 7PT,KT2,565000,3,Terraced,Freehold,Residential,0.3,01-Jun-17,2017,6,51.415976,-0.28563,519314,169945,Canbury,01-1980,18
"25, The Farthings",KT2 7PT,KT2,575500,4,Terraced,Freehold,Residential,0.3,06-Sep-16,2016,9,51.415976,-0.28563,519314,169945,Canbury,01-1980,18
"24, The Farthings",KT2 7PT,KT2,615000,3,Terraced,Freehold,Residential,0.3,31-Oct-14,2014,10,51.415976,-0.28563,519314,169945,Canbury,01-1980,18
"29, The Farthings",KT2 7PT,KT2,495000,3,Semi-Detached,Freehold,Residential,0.3,04-Aug-17,2017,8,51.415976,-0.28563,519314,169945,Canbury,01-1980,18
"8, The Farthings",KT2 7PT,KT2,580000,3,Terraced,Freehold,Residential,0.3,17-Nov-17,2017,11,51.415976,-0.28563,519314,169945,Canbury,01-1980,18
"38, The Farthings",KT2 7PT,KT2,540000,3,Terraced,Freehold,Residential,0.3,25-Apr-18,2018,4,51.415976,-0.28563,519314,169945,Canbury,01-1980,18
"30, The Farthings",KT2 7PT,KT2,650000,3,Semi-Detached,Freehold,Residential,0.3,09-Oct-14,2014,10,51.415976,-0.28563,519314,169945,Canbury,01-1980,18
"Flat A, 15, Kingston Hill",KT2 7PW,KT2,350000,1,Flat,Leasehold,Residential,0.2,31-Mar-16,2016,3,51.414671999999996,-0.286858,519232,169798,Canbury,01-1980,16
"Flat A, 15, Kingston Hill",KT2 7PW,KT2,350000,1,Flat,Leasehold,Residential,0.2,31-Mar-16,2016,3,51.414671999999996,-0.286858,519232,169798,Canbury,01-1980,16
"Flat 3, 29, Kingston Hill",KT2 7PW,KT2,485000,2,Flat,Leasehold,Residential,0.2,20-Nov-14,2014,11,51.414671999999996,-0.286858,519232,169798,Canbury,01-1980,16
"Flat 3, 9, Kingston Hill",KT2 7PW,KT2,245000,1,Flat,Leasehold,Residential,0.2,16-Jul-14,2014,7,51.414671999999996,-0.286858,519232,169798,Canbury,01-1980,16
"27, Kingston Hill",KT2 7PW,KT2,1550000,5,Detached,Freehold,Residential,0.2,15-Jun-18,2018,6,51.414671999999996,-0.286858,519232,169798,Canbury,01-1980,16
"Garden Flat, 17, Kingston Hill",KT2 7PW,KT2,305000,2,Flat,Leasehold,Residential,0.3,16-Sep-15,2015,9,51.414671999999996,-0.286858,519232,169798,Canbury,01-1980,16
"Flat 2, 15, Kingston Hill",KT2 7PW,KT2,235000,1,Flat,Leasehold,Residential,0.3,21-Jan-16,2016,1,51.414671999999996,-0.286858,519232,169798,Canbury,01-1980,16
"Flat 2, 29, Kingston Hill",KT2 7PW,KT2,590000,2,Flat,Leasehold,Residential,0.3,05-Oct-18,2018,10,51.414671999999996,-0.286858,519232,169798,Canbury,01-1980,16
"Flat 1, 29, Kingston Hill",KT2 7PW,KT2,662000,3,Flat,Leasehold,Residential,0.3,20-May-16,2016,5,51.414671999999996,-0.286858,519232,169798,Canbury,01-1980,16
"Flat 5, 9, Kingston Hill",KT2 7PW,KT2,315600,2,Flat,Leasehold,Residential,0.3,01-Apr-16,2016,4,51.414671999999996,-0.286858,519232,169798,Canbury,01-1980,16
"79, Kingston Hill",KT2 7PX,KT2,950000,5,Detached,Freehold,Residential,0.3,07-Mar-14,2014,3,51.417069,-0.282871,519503,170071,Coombe Hill,01-1980,29
"Flat 3, Cromwell Court, Kingston Hill",KT2 7PY,KT2,405000,3,Flat,Leasehold,Residential,0.3,09-Jun-17,2017,6,51.416763,-0.283472,519462,170036,Coombe Hill,01-1980,26
"Flat 15, Cromwell Court, Kingston Hill",KT2 7PY,KT2,370000,3,Flat,Leasehold,Residential,0.3,02-Jan-15,2015,1,51.416763,-0.283472,519462,170036,Coombe Hill,01-1980,26
"Flat 10, Cromwell Court, Kingston Hill",KT2 7PY,KT2,350000,1,Flat,Leasehold,Residential,0.3,31-May-16,2016,5,51.416763,-0.283472,519462,170036,Coombe Hill,01-1980,26
"109, Kingston Hill",KT2 7PZ,KT2,700000,3,Terraced,Freehold,Residential,0.4,28-Sep-18,2018,9,51.418002,-0.281469,519598,170177,Coombe Hill,01-1980,37
"101, Kingston Hill",KT2 7PZ,KT2,1150000,5,Semi-Detached,Freehold,Residential (New Build),0.4,08-Sep-14,2014,9,51.418002,-0.281469,519598,170177,Coombe Hill,01-1980,37
"7, Wolverton Avenue",KT2 7QF,KT2,1350000,5,Detached,Freehold,Residential,0.1,28-Sep-18,2018,9,51.413699,-0.284254,519416,169694,Canbury,01-1980,24
"37, Wolverton Avenue",KT2 7QG,KT2,942500,3,Semi-Detached,Freehold,Residential,0.2,10-Mar-16,2016,3,51.415126,-0.284675,519383,169852,Canbury,01-1980,21
"Flat 60, Brae Court, Kingston Hill",KT2 7QH,KT2,295000,2,Flat,Leasehold,Residential,0.2,22-Aug-14,2014,8,51.414952,-0.285035,519358,169832,Canbury,01-1980,21
"Flat 57, Brae Court, Kingston Hill",KT2 7QH,KT2,370000,2,Flat,Leasehold,Residential,0.2,16-Nov-18,2018,11,51.414952,-0.285035,519358,169832,Canbury,01-1980,21
"Flat 46, Brae Court, Kingston Hill",KT2 7QH,KT2,350000,2,Flat,Leasehold,Residential,0.2,24-Jun-16,2016,6,51.414952,-0.285035,519358,169832,Canbury,01-1980,21
"Flat 49, Brae Court, Kingston Hill",KT2 7QH,KT2,415000,3,Flat,Leasehold,Residential,0.2,28-Feb-17,2017,2,51.414952,-0.285035,519358,169832,Canbury,01-1980,21
"Flat 71, Brae Court, Kingston Hill",KT2 7QH,KT2,341751,2,Flat,Leasehold,Residential,0.2,11-Jul-14,2014,7,51.414952,-0.285035,519358,169832,Canbury,01-1980,21
"Flat 52, Brae Court, Kingston Hill",KT2 7QH,KT2,305000,1,Flat,Leasehold,Residential,0.2,21-Nov-14,2014,11,51.414952,-0.285035,519358,169832,Canbury,01-1980,21
"Flat 75, Brae Court, Kingston Hill",KT2 7QH,KT2,382000,2,Flat,Leasehold,Residential,0.2,17-Jun-16,2016,6,51.414952,-0.285035,519358,169832,Canbury,01-1980,21
"Flat 72, Brae Court, Kingston Hill",KT2 7QH,KT2,385000,2,Flat,Leasehold,Residential,0.2,25-Apr-17,2017,4,51.414952,-0.285035,519358,169832,Canbury,01-1980,21
"Flat 50, Brae Court, Kingston Hill",KT2 7QH,KT2,295000,1,Flat,Leasehold,Residential,0.2,23-Mar-16,2016,3,51.414952,-0.285035,519358,169832,Canbury,01-1980,21
"Flat 55, Brae Court, Kingston Hill",KT2 7QH,KT2,388000,3,Flat,Leasehold,Residential,0.2,05-Jun-15,2015,6,51.414952,-0.285035,519358,169832,Canbury,01-1980,21
"Flat 36, Brae Court, Kingston Hill",KT2 7QH,KT2,356250,2,Flat,Leasehold,Residential,0.2,13-Dec-16,2016,12,51.414952,-0.285035,519358,169832,Canbury,01-1980,21
"Flat 62, Brae Court, Kingston Hill",KT2 7QH,KT2,305000,2,Flat,Leasehold,Residential,0.2,28-Jul-15,2015,7,51.414952,-0.285035,519358,169832,Canbury,01-1980,21
"Flat 66, Brae Court, Kingston Hill",KT2 7QH,KT2,300000,1,Flat,Leasehold,Residential,0.2,21-Aug-14,2014,8,51.414952,-0.285035,519358,169832,Canbury,01-1980,21
"Flat 47, Brae Court, Kingston Hill",KT2 7QH,KT2,445000,3,Flat,Leasehold,Residential,0.2,24-Jun-16,2016,6,51.414952,-0.285035,519358,169832,Canbury,01-1980,21
"Flat 1, High Ashton, 119, Kingston Hill",KT2 7QL,KT2,325000,3,Flat,Leasehold,Residential,0.2,11-Jan-16,2016,1,51.418659999999996,-0.280956,519632,170251,Coombe Hill,01-1980,38
"Flat 31, High Ashton, 119, Kingston Hill",KT2 7QL,KT2,330000,2,Flat,Leasehold,Residential,0.2,11-Jul-14,2014,7,51.418659999999996,-0.280956,519632,170251,Coombe Hill,01-1980,38
"Flat 16, High Ashton, 119, Kingston Hill",KT2 7QL,KT2,322000,2,Flat,Leasehold,Residential,0.2,15-Aug-14,2014,8,51.418659999999996,-0.280956,519632,170251,Coombe Hill,01-1980,38
"Flat 28, High Ashton, 119, Kingston Hill",KT2 7QL,KT2,357500,2,Flat,Leasehold,Residential,0.2,25-Nov-16,2016,11,51.418659999999996,-0.280956,519632,170251,Coombe Hill,01-1980,38
"Flat 36, High Ashton, 119, Kingston Hill",KT2 7QL,KT2,350000,1,Flat,Leasehold,Residential,0.2,12-Dec-16,2016,12,51.418659999999996,-0.280956,519632,170251,Coombe Hill,01-1980,38
"Flat 39, High Ashton, 119, Kingston Hill",KT2 7QL,KT2,300000,1,Flat,Leasehold,Residential,0.2,03-Jul-14,2014,7,51.418659999999996,-0.280956,519632,170251,Coombe Hill,01-1980,38
"Flat 28, High Ashton, 119, Kingston Hill",KT2 7QL,KT2,357500,2,Flat,Leasehold,Residential,0.2,25-Nov-16,2016,11,51.418659999999996,-0.280956,519632,170251,Coombe Hill,01-1980,38
"Flat 12, High Ashton, 119, Kingston Hill",KT2 7QL,KT2,280000,4,Flat,Leasehold,Residential,0.2,11-May-15,2015,5,51.418659999999996,-0.280956,519632,170251,Coombe Hill,01-1980,38
"Flat 2, High Ashton, 119, Kingston Hill",KT2 7QL,KT2,375000,1,Flat,Leasehold,Residential,0.2,22-Dec-15,2015,12,51.418659999999996,-0.280956,519632,170251,Coombe Hill,01-1980,38
"Flat 23, High Ashton, 119, Kingston Hill",KT2 7QL,KT2,342000,2,Flat,Leasehold,Residential,0.2,10-Mar-16,2016,3,51.418659999999996,-0.280956,519632,170251,Coombe Hill,01-1980,38
"Flat 18, Brae Court, Kingston Hill",KT2 7QQ,KT2,265000,2,Flat,Leasehold,Residential,0.2,31-Jul-14,2014,7,51.414952,-0.285035,519358,169832,Canbury,01-1980,21
"Flat 9, Brae Court, Kingston Hill",KT2 7QQ,KT2,240000,1,Flat,Leasehold,Residential,0.2,29-Jul-14,2014,7,51.414952,-0.285035,519358,169832,Canbury,01-1980,21
"Flat 29, Brae Court, Kingston Hill",KT2 7QQ,KT2,395000,4,Flat,Leasehold,Residential,0.2,07-Jul-14,2014,7,51.414952,-0.285035,519358,169832,Canbury,01-1980,21
"12, Crescent Road",KT2 7QR,KT2,462500,2,Flat,Leasehold,Residential,0.4,09-Feb-17,2017,2,51.418366,-0.28420300000000004,519407,170213,Coombe Hill,01-1980,25
"12b, Crescent Road",KT2 7QR,KT2,355000,2,Flat,Leasehold,Residential,0.4,20-Feb-15,2015,2,51.418366,-0.28420300000000004,519407,170213,Coombe Hill,01-1980,25
"4, Parkhill Court, Crescent Road",KT2 7QS,KT2,299950,2,Flat,Leasehold,Residential,0.4,03-Aug-15,2015,8,51.41865,-0.28458,519380,170244,Coombe Hill,01-1980,24
"5, Parkhill Court, Crescent Road",KT2 7QS,KT2,270000,1,Flat,Leasehold,Residential,0.4,23-Feb-15,2015,2,51.41865,-0.28458,519380,170244,Coombe Hill,01-1980,24
"6, Parkhill Court, Crescent Road",KT2 7QS,KT2,275000,2,Flat,Leasehold,Residential,0.4,31-Dec-14,2014,12,51.41865,-0.28458,519380,170244,Coombe Hill,01-1980,24
"32, Eaton Drive",KT2 7QT,KT2,678800,4,Terraced,Freehold,Residential,0.4,05-Jun-18,2018,6,51.417984999999994,-0.28339699999999995,519464,170172,Coombe Hill,01-1980,29
"42b, Eaton Drive",KT2 7QT,KT2,830000,3,Terraced,Freehold,Residential,0.4,19-Apr-17,2017,4,51.417984999999994,-0.28339699999999995,519464,170172,Coombe Hill,01-1980,29
"10, Eaton Drive",KT2 7QT,KT2,680000,4,Terraced,Freehold,Residential,0.4,05-Feb-15,2015,2,51.417984999999994,-0.28339699999999995,519464,170172,Coombe Hill,01-1980,29
"2, Eaton Drive",KT2 7QT,KT2,830000,4,Terraced,Freehold,Residential,0.4,27-Aug-15,2015,8,51.417984999999994,-0.28339699999999995,519464,170172,Coombe Hill,01-1980,29
"24, Eaton Drive",KT2 7QT,KT2,765000,5,Terraced,Freehold,Residential,0.4,08-Aug-14,2014,8,51.417984999999994,-0.28339699999999995,519464,170172,Coombe Hill,01-1980,29
"42a, Eaton Drive",KT2 7QT,KT2,686000,3,Terraced,Freehold,Residential,0.4,13-Nov-17,2017,11,51.417984999999994,-0.28339699999999995,519464,170172,Coombe Hill,01-1980,29
"48, Eaton Drive",KT2 7QX,KT2,787000,4,Terraced,Freehold,Residential,0.4,08-Aug-17,2017,8,51.417687,-0.282704,519513,170140,Coombe Hill,01-1980,31
"54, Eaton Drive",KT2 7QX,KT2,700000,4,Terraced,Freehold,Residential,0.4,25-Sep-15,2015,9,51.417687,-0.282704,519513,170140,Coombe Hill,01-1980,31
"25, Kingston Hill Place",KT2 7QY,KT2,810000,4,Terraced,Freehold,Residential,1.4,15-May-14,2014,5,51.43075,-0.26779899999999995,520515,171617,Coombe Hill,01-1991,53
"54, Kingston Hill Place",KT2 7QY,KT2,840000,4,Terraced,Freehold,Residential,1.4,28-Jul-17,2017,7,51.43075,-0.26779899999999995,520515,171617,Coombe Hill,01-1991,53
"51, Kingston Hill Place",KT2 7QY,KT2,700000,3,Semi-Detached,Freehold,Residential,1.4,08-Apr-15,2015,4,51.43075,-0.26779899999999995,520515,171617,Coombe Hill,01-1991,53
"50, Kingston Hill Place",KT2 7QY,KT2,875000,3,Terraced,Freehold,Residential,1.4,12-Dec-14,2014,12,51.43075,-0.26779899999999995,520515,171617,Coombe Hill,01-1991,53
"30, Kingston Hill Place",KT2 7QY,KT2,725000,3,Semi-Detached,Freehold,Residential,1.4,23-Sep-15,2015,9,51.43075,-0.26779899999999995,520515,171617,Coombe Hill,01-1991,53
"34, Kingston Hill Place",KT2 7QY,KT2,510000,1,Flat,Leasehold,Residential,1.4,18-Dec-15,2015,12,51.43075,-0.26779899999999995,520515,171617,Coombe Hill,01-1991,53
"3, Kingston Hill Place",KT2 7QY,KT2,985000,3,Terraced,Freehold,Residential,1.4,16-May-16,2016,5,51.43075,-0.26779899999999995,520515,171617,Coombe Hill,01-1991,53
"46, Kingston Hill Place",KT2 7QY,KT2,940000,3,Terraced,Freehold,Residential,1.4,14-Oct-16,2016,10,51.43075,-0.26779899999999995,520515,171617,Coombe Hill,01-1991,53
"14, Kingston Hill Place",KT2 7QY,KT2,925000,3,Terraced,Freehold,Residential,1.4,16-Oct-18,2018,10,51.43075,-0.26779899999999995,520515,171617,Coombe Hill,01-1991,53
"52, Kingston Hill Place",KT2 7QY,KT2,900000,3,Detached,Freehold,Residential,1.4,05-Dec-16,2016,12,51.43075,-0.26779899999999995,520515,171617,Coombe Hill,01-1991,53
"22, Kingston Hill Place",KT2 7QY,KT2,900000,3,Terraced,Freehold,Residential,1.4,30-Aug-18,2018,8,51.43075,-0.26779899999999995,520515,171617,Coombe Hill,01-1991,53
"42, Kingston Hill Place",KT2 7QY,KT2,715000,2,Flat,Leasehold,Residential,1.4,24-Mar-16,2016,3,51.43075,-0.26779899999999995,520515,171617,Coombe Hill,01-1991,53
"47, Kingston Hill Place",KT2 7QY,KT2,885000,4,Terraced,Freehold,Residential,1.4,20-May-16,2016,5,51.43075,-0.26779899999999995,520515,171617,Coombe Hill,01-1991,53
"Flat 5, Lakeside, 82, Eaton Drive",KT2 7QZ,KT2,330000,4,Flat,Leasehold,Residential,0.4,21-Jun-16,2016,6,51.418389000000005,-0.281512,519594,170220,Coombe Hill,01-1980,36
"Flat 6, Lakeside, 82, Eaton Drive",KT2 7QZ,KT2,255000,6,Flat,Leasehold,Residential,0.4,20-May-16,2016,5,51.418389000000005,-0.281512,519594,170220,Coombe Hill,01-1980,36
"Flat 36, Lakeside, 82, Eaton Drive",KT2 7QZ,KT2,290000,1,Flat,Leasehold,Residential,0.4,25-Jul-17,2017,7,51.418389000000005,-0.281512,519594,170220,Coombe Hill,01-1980,36
"Flat 1, Lakeside, 82, Eaton Drive",KT2 7QZ,KT2,340000,1,Flat,Leasehold,Residential,0.4,26-Feb-16,2016,2,51.418389000000005,-0.281512,519594,170220,Coombe Hill,01-1980,36
"Flat 45, Lakeside, 82, Eaton Drive",KT2 7QZ,KT2,345000,2,Flat,Leasehold,Residential,0.4,09-Oct-15,2015,10,51.418389000000005,-0.281512,519594,170220,Coombe Hill,01-1980,36
"Flat 53, Lakeside, 82, Eaton Drive",KT2 7RA,KT2,340000,2,Flat,Leasehold,Residential,0.4,29-Apr-15,2015,4,51.418389000000005,-0.281512,519594,170220,Coombe Hill,01-1980,36
"Flat 94, Lakeside, 82, Eaton Drive",KT2 7RA,KT2,299950,1,Flat,Leasehold,Residential,0.4,13-Oct-17,2017,10,51.418389000000005,-0.281512,519594,170220,Coombe Hill,01-1980,36
"Flat 86, Lakeside, 82, Eaton Drive",KT2 7RA,KT2,315000,2,Flat,Leasehold,Residential,0.4,04-Sep-14,2014,9,51.418389000000005,-0.281512,519594,170220,Coombe Hill,01-1980,36
"Flat 76, Lakeside, 82, Eaton Drive",KT2 7RA,KT2,345000,2,Flat,Leasehold,Residential,0.4,10-Oct-14,2014,10,51.418389000000005,-0.281512,519594,170220,Coombe Hill,01-1980,36
"Flat 104, Lakeside, 82, Eaton Drive",KT2 7RA,KT2,335000,1,Flat,Leasehold,Residential,0.4,12-Feb-16,2016,2,51.418389000000005,-0.281512,519594,170220,Coombe Hill,01-1980,36
"Flat 102, Lakeside, 82, Eaton Drive",KT2 7RA,KT2,379000,2,Flat,Leasehold,Residential,0.4,22-Aug-14,2014,8,51.418389000000005,-0.281512,519594,170220,Coombe Hill,01-1980,36
"Flat 54, Lakeside, 82, Eaton Drive",KT2 7RA,KT2,340000,2,Flat,Leasehold,Residential,0.4,19-Dec-16,2016,12,51.418389000000005,-0.281512,519594,170220,Coombe Hill,01-1980,36
"17, Eaton Drive",KT2 7RB,KT2,650000,4,Terraced,Freehold,Residential,0.4,04-Aug-16,2016,8,51.418336,-0.282823,519503,170212,Coombe Hill,01-1980,31
"11, Eaton Drive",KT2 7RB,KT2,700000,4,Terraced,Freehold,Residential,0.4,13-Mar-14,2014,3,51.418336,-0.282823,519503,170212,Coombe Hill,01-1980,31
"19, Crescent Road",KT2 7RD,KT2,1425000,5,Semi-Detached,Freehold,Residential,0.5,02-May-18,2018,5,51.419470000000004,-0.28347100000000003,519455,170337,Coombe Hill,01-1980,26
"Upper Ground Floor Flat, 7, Crescent Road",KT2 7RD,KT2,385000,6,Flat,Leasehold,Residential,0.5,17-Feb-15,2015,2,51.419470000000004,-0.28347100000000003,519455,170337,Coombe Hill,01-1980,26
"Top Floor Flat, 7, Crescent Road",KT2 7RD,KT2,350000,6,Flat,Leasehold,Residential,0.5,17-Feb-15,2015,2,51.419470000000004,-0.28347100000000003,519455,170337,Coombe Hill,01-1980,26
"Garden Flat, 7, Crescent Road",KT2 7RD,KT2,405000,2,Flat,Leasehold,Residential,0.5,17-Feb-15,2015,2,51.419470000000004,-0.28347100000000003,519455,170337,Coombe Hill,01-1980,26
"25a, Crescent Road",KT2 7RD,KT2,811000,4,Terraced,Freehold,Residential,0.5,08-Jun-18,2018,6,51.419470000000004,-0.28347100000000003,519455,170337,Coombe Hill,01-1980,26
"First Floor Flat, 7, Crescent Road",KT2 7RD,KT2,385000,6,Flat,Leasehold,Residential,0.5,17-Feb-15,2015,2,51.419470000000004,-0.28347100000000003,519455,170337,Coombe Hill,01-1980,26
"60, Crescent Road",KT2 7RF,KT2,1320000,5,Detached,Freehold,Residential,0.6,04-Oct-17,2017,10,51.420096,-0.280183,519682,170412,Coombe Hill,01-1980,45
"20, Crescent Road",KT2 7RG,KT2,760000,4,Terraced,Freehold,Residential,0.5,24-Oct-18,2018,10,51.419177000000005,-0.28313699999999997,519479,170305,Coombe Hill,01-1980,28
"16, Crescent Road",KT2 7RG,KT2,825000,4,Detached,Freehold,Residential,0.5,27-Apr-18,2018,4,51.419177000000005,-0.28313699999999997,519479,170305,Coombe Hill,01-1980,28
"18, Crescent Road",KT2 7RG,KT2,812500,4,Terraced,Freehold,Residential,0.5,03-Nov-17,2017,11,51.419177000000005,-0.28313699999999997,519479,170305,Coombe Hill,01-1980,28
